,0,scores
1366,solid_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,19.96439569174641
447,QAMETHOD_study_yr_3,19.766510058768652
1716,solid_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,19.49422641266138
979,maxdi_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_1,19.45141760088906
1016,solid_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_1,19.273098702532803
4,biopolink0,19.145958932377468
1018,cyst_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_1,19.09901335463643
480,ovcyst_outline_study_yr_3,18.89061634251311
770,volum_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,18.725354182885887
230,rtran_q_study_yr_0,18.577032740455117
406,ovcyst_voll_study_yr_2,18.357523075536953
344,viseith_study_yr_1,18.289876961583012
946,solid_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,18.28371407846293
508,ca125_days_study_yr_3,18.107464479739452
1790,echo_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,17.924988931718406
511,ovar_days_study_yr_3,17.901516057172
91,bcontrt,17.890926082894214
644,ovcyst_vol_study_yr_5,17.781906300484653
565,ovcyst_vol_study_yr_4,17.781906300484653
341,visl_study_yr_1,17.769014836213543
347,numcyst_study_yr_1,17.593412336953687
510,ca125ii_assess_days_study_yr_3,17.56921230989445
434,tvu_days_study_yr_2,17.42130109300556
217,lvol_q_study_yr_0,17.252436955944546
465,rlong_q_study_yr_3,17.234593134486843
1384,echo_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,17.159201968595497
1646,solid_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,17.086704090563938
594,tvudays_pvis2_study_yr_4,17.051897753679317
673,tvudays_pvis2_study_yr_5,17.051897753679317
1804,echo_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,16.996990735526676
273,ca125ii_assess_days_study_yr_0,16.733101790919036
103,divertic_f,16.17810497990902
370,detr_q_study_yr_2,16.00632522044976
766,cyst_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,15.910979725095887
228,rlong_q_study_yr_0,15.87966527816491
556,ovcyst_solidl_study_yr_4,15.791965566714492
635,ovcyst_solidl_study_yr_5,15.791965566714492
67,menstrs,15.67602564630151
978,echo_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_1,15.499406496260942
354,tvu_assess_days_q_study_yr_1,15.324476386726863
203,ca125_src_study_yr_0,15.113732632796832
204,ca125ii_src_study_yr_0,15.113732632764945
382,ltran_q_study_yr_2,14.877726160431607
1398,echo_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,14.765039688367695
32,ca125_src0,14.683888583592823
432,ovar_days_study_yr_2,14.5915794285551
425,numcystr_study_yr_2,14.590257038846895
484,ovcyst_volr_study_yr_3,14.47293365208717
445,tvures_pvis2_study_yr_3,14.196699953343607
853,maxdi_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,14.082657062481337
1114,solid_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_1,14.061255422364257
680,solid_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,13.893203543689548
609,tvures_qvis2_study_yr_5,13.724438902743142
530,tvures_qvis2_study_yr_4,13.724438902743142
1380,solid_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,13.505118858451024
457,lantero_q_study_yr_3,13.268842572052218
1814,solid_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,13.05449999897528
1510,echo_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_2,12.985384938948316
1662,cyst_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,12.536212259323914
1776,echo_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,12.274626255425968
462,rantero_p_study_yr_3,12.052895261877064
1506,solid_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_2,11.986416986893426
1229,cystw_study_yr_1_side_R_source_TVU_VISIT_1_sbcd_3,11.97721405961044
1786,solid_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,11.975059611355277
638,ovcyst_outline_study_yr_5,11.886609071274297
559,ovcyst_outline_study_yr_4,11.886609071274297
1367,sepst_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,11.874954404821548
471,physid_study_yr_3,11.626090218310502
85,livec,11.597337340187181
1774,cyst_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,11.515384597055158
1075,cystw_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_1,11.297968547762478
476,ovcyst_outliner_study_yr_3,11.283986704061903
1017,sepst_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_1,11.247472399617799
1241,sepst_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_1,11.042089833819237
1242,cyst_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_1,11.04208822522574
1244,echo_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_1,11.04208822522574
1368,cyst_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,10.982347307371798
299,lantero_q_study_yr_1,10.604366500024243
1524,echo_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,10.561480378114073
60,pipe,10.464428126266524
267,numcystr_study_yr_0,10.412192476477465
287,tvures_pvis2_study_yr_1,10.352262073948935
1371,maxdi_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,10.349901847655588
368,QAMETHOD_study_yr_2,10.242234316459514
345,numcystl_study_yr_1,10.225292990770988
1789,cystw_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,10.10132687722779
352,ca125ii_assess_days_study_yr_1,9.868232586632798
614,lantero_p_study_yr_5,9.792704626334519
535,lantero_p_study_yr_4,9.792704626334519
94,hyperten_f,9.513553052751055
120,filtered_f,9.326961134154043
974,solid_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_1,9.153653475586077
1382,cyst_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,9.14429780033289
1383,cystw_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,9.144275133571032
47,ca125_days0,9.06792471989301
454,lvol_q_study_yr_3,8.969646072540288
1661,sepst_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,8.923978753856666
297,rvol_q_study_yr_1,8.904490819848544
714,volum_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,8.863987683470125
99,diabetes_f,8.782258296062547
192,age,8.737413543385589
1674,solid_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,8.500952121756972
1791,maxdi_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,8.489410872093535
1647,sepst_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,8.441360858447098
426,numcyst_study_yr_2,8.404650722574173
608,tvures_qvis1_study_yr_5,8.338636363636363
529,tvures_qvis1_study_yr_4,8.338636363636363
1507,sepst_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_2,8.326187779548498
952,volum_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,8.22987065392612
271,ca125_days_study_yr_0,8.158728371829001
1104,echo_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,8.152029642562336
1227,sepst_study_yr_1_side_R_source_TVU_VISIT_1_sbcd_3,8.020707814451958
961,sepst_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,8.00411283025813
140,fh_cancer,7.991032683028944
264,visboth_study_yr_0,7.931212819484402
276,tvu_days_study_yr_0,7.8898161488844725
488,ovcyst_morphl_study_yr_3,7.766297582224048
5,biopolink1,7.702688382900971
110,hyster_f,7.688595009977216
783,maxdi_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,7.64416733629444
1648,cyst_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,7.596903188778268
309,rtran_q_study_yr_1,7.513613836934501
330,ovcyst_morphl_study_yr_1,7.48126793020125
440,ca125_src_study_yr_3,7.476726276064449
441,ca125ii_src_study_yr_3,7.476723015478296
392,physid_study_yr_2,7.474230579363534
274,ovar_days_study_yr_0,7.4566877944370304
949,cystw_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,7.45071516689991
977,cystw_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_1,7.436522986055854
1634,cyst_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,7.419075177380372
1400,volum_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,7.393551000277507
1357,maxdi_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_1,7.377133806346372
950,echo_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,7.339890012223989
1566,echo_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,7.318974308814487
852,echo_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,7.250080730227024
848,solid_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,7.215006775323383
1567,maxdi_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,7.202428383637051
6,biopolink2,7.164219544916523
503,numcystl_study_yr_3,7.140132367008098
70,tuballig,7.113191034305381
84,stillb,7.104880151526189
111,ovariesr_f,7.068726198002323
291,detr_q_study_yr_1,7.065713502866935
1788,cyst_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,7.057476188229429
301,llong_q_study_yr_1,7.025213949824434
1721,maxdi_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,6.963252660264793
963,cystw_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,6.927597282964515
409,ovcyst_morphl_study_yr_2,6.880831978656933
767,cystw_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,6.821126599571025
131,weight50_f,6.804685684158342
478,ovcyst_outlinel_study_yr_3,6.798952051572452
1591,sepst_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,6.709110092968502
77,pelvic_history,6.654581046142456
108,hispanic_f,6.522274558503981
960,solid_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,6.351598625535079
467,rtran_q_study_yr_3,6.347210484718227
1511,maxdi_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_2,6.297240613745423
143,ovarsumm_fh,6.164288242728274
104,gallblad_f,6.105417574613281
1675,sepst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,6.087793403007798
1676,cyst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,6.087792996594569
1677,cystw_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,6.087687383055348
1787,sepst_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,6.030947348392525
277,tvudays_pvis1_study_yr_0,5.96141998073715
948,cyst_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,5.924137874617971
1792,volum_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,5.908403688559594
492,ovcyst_sum_study_yr_3,5.85820773925731
1356,echo_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_1,5.74954395470587
924,volum_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,5.70606531881804
839,maxdi_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,5.70606531881804
825,maxdi_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,5.70606531881804
1764,volum_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,5.70606531881804
811,maxdi_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,5.70606531881804
1215,cystw_study_yr_1_side_R_source_TVU_VISIT_1_sbcd_2,5.638090133491814
378,lantero_q_study_yr_2,5.529950574553088
1778,volum_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,5.476968555433044
16,tvu_result0,5.361414595259583
1439,cystw_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_1,5.325748392275319
1355,cystw_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_1,5.104470658835288
965,maxdi_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,5.075459555322629
619,ltran_q_study_yr_5,5.053719008264463
540,ltran_q_study_yr_4,5.053719008264463
854,volum_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,5.03172821464709
849,sepst_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,5.014352322912532
1470,volum_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_3,4.901458077599783
88,asppd,4.851778490095004
1562,solid_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,4.844514315113726
45,ca125_prot,4.629152464767816
123,cig_years,4.599105075721939
389,tvu_ref_study_yr_2,4.405275034849362
90,bcontra,4.336861745969193
289,QAMETHOD_study_yr_1,4.250327994863543
966,volum_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,4.18213787045347
1635,cystw_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,4.123832826232043
850,cyst_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,4.105422985354794
433,tvu_assess_days_q_study_yr_2,3.940443793635855
1834,volum_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,3.9153207874351352
126,bmi_50,3.9040113146067563
124,pack_years,3.885498865086326
1772,solid_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,3.840591841437585
1397,cystw_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,3.741218512512976
1396,cyst_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,3.7411709772667767
1394,solid_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,3.741170953924909
1395,sepst_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_1,3.7411709539132523
1563,sepst_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,3.6193900132196446
1663,cystw_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,3.61679195721388
53,tvu_days0,3.5508511477997327
109,preg_f,3.475490593773223
1381,sepst_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,3.4391025262899606
1801,sepst_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,3.4105787005858628
1650,echo_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,3.2467495608280545
355,tvu_days_study_yr_1,3.187600009577434
262,visl_study_yr_0,3.120586795527038
463,rantero_q_study_yr_3,3.0883517403343497
46,ovary_trial_flag,3.00709552235742
1520,solid_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,2.991181383407476
1818,echo_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,2.986416997079919
1090,echo_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,2.9418381425744378
1800,solid_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,2.910246925913381
205,detl_p_study_yr_0,2.895867476932336
293,tvures_qvis2_study_yr_1,2.8706996342616558
1521,sepst_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,2.8600395471764046
73,endometriosis,2.8132654160209296
112,bcontr_f,2.6814633417840876
296,lvol_q_study_yr_1,2.634841115363716
1386,volum_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_3,2.6107906162024035
1564,cyst_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,2.609321264285061
1300,echo_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_2,2.608535854248562
136,bmi_20c,2.4700720073095854
361,ca125_src_study_yr_2,2.4071866423719954
362,ca125ii_src_study_yr_2,2.407181296412646
1802,cyst_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,2.3267868871219393
475,ovcyst_solidr_study_yr_3,2.2985936870689607
1777,maxdi_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,2.1922227097493785
1372,volum_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,2.0764910501744986
798,volum_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,2.004365667981357
797,maxdi_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,2.004365026964909
466,rtran_p_study_yr_3,1.996904870029289
410,ovcyst_morph_study_yr_2,1.9927155653130322
211,detl_q_study_yr_0,1.974431786957714
1088,cyst_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,1.9687267319235116
442,detl_p_study_yr_3,1.94015904194404
139,liver_comorbidity,1.9211536412061774
279,tvudays_pvis3_study_yr_0,1.7963217365791833
1775,cystw_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,1.6786832429984035
519,ca125_src_study_yr_4,1.6335882153266446
520,ca125ii_src_study_yr_4,1.6335866273028246
1230,echo_study_yr_1_side_R_source_TVU_VISIT_1_sbcd_3,1.6097578609866614
141,ovarsumm_fh_cnt,1.5758113562558904
1086,solid_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,1.5608262794926633
1102,cyst_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,1.5475650768627067
1020,echo_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_1,1.4897292883491486
380,llong_q_study_yr_2,1.4687732301140195
144,breast_fh_cnt,1.4183248018214618
1101,sepst_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,1.3892294992522327
1282,solid_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,1.38533380843259
1649,cystw_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,1.3744576002591957
390,medcomp_study_yr_2,1.369290511822876
1100,solid_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,1.3591726540895572
1103,cystw_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,1.3589031351293746
100,polyps_f,1.3367066125182074
169,ph_any_dqx,1.3302797238679542
455,rvol_q_study_yr_3,1.2852445997359472
1369,cystw_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_2,1.2756747568178004
226,rantero_q_study_yr_0,1.2680211933668002
499,visl_study_yr_3,1.211379774617399
212,detr_q_study_yr_0,1.1969263242814152
1833,maxdi_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,1.1917207029733705
1358,volum_study_yr_2_side_L_source_TVU_VISIT_1_sbcd_1,1.1707335188322525
851,cystw_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,1.1168062304920963
363,detl_p_study_yr_2,1.1131639252216492
469,medcomp_study_yr_3,1.0906048392319982
1803,cystw_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,1.0815664867839483
76,papsmear_history,1.0805665184911117
473,ca125_result_study_yr_3,1.0351912969037849
420,visl_study_yr_2,1.025094530138539
9,biopolink5,1.0067373407990945
587,ca125_days_study_yr_4,1.005875317188677
590,ovar_days_study_yr_4,1.005875317188677
1450,solid_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_2,0.927378932705463
1452,cyst_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_2,0.927378918325081
1453,cystw_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_2,0.9272278250217227
1286,echo_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,0.9263826317850629
451,tvures_qvis2_study_yr_3,0.9262719961120361
1553,maxdi_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,0.8906491240916637
422,visboth_study_yr_2,0.8595858808844443
133,ca125_history,0.8343534786759617
437,tvudays_pvis3_study_yr_2,0.7869236104784184
71,bbd,0.783782229551171
69,tubal,0.7832147917942102
367,tvures_pvis3_study_yr_2,0.7831830145634621
1120,volum_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_1,0.7714292135311164
265,viseith_study_yr_0,0.7628102590130971
1283,sepst_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,0.7565435057856671
52,ca125_days5,0.754351617578335
1665,maxdi_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,0.7305703188698154
137,bmi_50c,0.7262115781736131
980,volum_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_1,0.6981310193202585
515,tvudays_pvis2_study_yr_3,0.6811145477818754
1717,sepst_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,0.6797552027971664
1749,maxdi_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.6411877731994744
185,entrydays_dhq,0.6115231858946213
311,medcomp_study_yr_1,0.6059731805431805
278,tvudays_pvis2_study_yr_0,0.5917402325231278
1091,maxdi_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,0.5861237807418632
1246,volum_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_1,0.5742352886878096
1565,cystw_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,0.5682651914067244
1284,cyst_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,0.5496270713846203
589,ca125ii_assess_days_study_yr_4,0.5453720397318019
751,sepst_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,0.5203522039021239
933,sepst_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,0.4928799757299081
1568,volum_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,0.46171739838187575
699,maxdi_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,0.457655945617568
51,ca125_days4,0.44604722253778334
142,breast_fh,0.4312179362842945
125,bmi_20,0.42988831985195347
1119,maxdi_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_1,0.42445389953549456
1288,volum_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,0.41409396736879117
209,tvures_pvis3_study_yr_0,0.40668574968342314
796,echo_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,0.40075648502728123
792,solid_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,0.40075648302482814
793,sepst_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,0.4007564808098968
794,cyst_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,0.40075290427998816
795,cystw_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,0.40073693553510076
1157,sepst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.38841209728545706
356,tvudays_pvis1_study_yr_1,0.3849227137719092
234,physid_study_yr_0,0.3743311315175721
1735,maxdi_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.3625178547371253
80,lmenstr,0.3523240806819628
1554,volum_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,0.3228369521408536
1087,sepst_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,0.32245442935076946
1156,solid_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.3030422661645055
1750,volum_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.270197486773376
1287,maxdi_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_1,0.26782496034373166
58,marital,0.257948381605923
424,numcystl_study_yr_2,0.24686816550504967
1089,cystw_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,0.24328664215905182
184,entrydays_dqx,0.23138386928022736
1736,volum_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.20875861167419257
1245,maxdi_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_1,0.2053065486476693
1162,volum_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.18757647391017657
964,echo_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,0.18494215305479778
218,rvol_q_study_yr_0,0.173987294257222
1578,cyst_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.16886248092040906
1161,maxdi_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.16444438379404244
1171,sepst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.16034690933281262
1734,echo_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.15705248096891233
1820,volum_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,0.14836183218174273
993,maxdi_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.1375922208500601
553,ovar_result_study_yr_4,0.13696118380575834
552,ca125_result_study_yr_4,0.13696118380575834
1592,cyst_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.1206989292598223
1610,volum_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,0.11555054832936268
1609,maxdi_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,0.1120521090738231
1819,maxdi_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,0.11004736726844906
1590,solid_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.10363832843045138
1594,echo_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.10363832643328168
1593,cystw_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.1035012848131748
599,ca125ii_src_study_yr_5,0.1021180485332437
598,ca125_src_study_yr_5,0.10211511851694582
1176,volum_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.10068492546986613
263,visr_study_yr_0,0.09772389726771968
1469,maxdi_study_yr_2_side_R_source_TVQ_VISIT_1_sbcd_3,0.09410071208607279
881,maxdi_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,0.09312626853094785
1596,volum_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.08973746358661229
1159,cystw_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.08916861472396996
1175,maxdi_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.08728494840926587
994,volum_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.08665970247350423
372,tvures_qvis2_study_yr_2,0.08596146804536975
951,maxdi_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,0.08430466126451878
1815,sepst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,0.08320875933379439
1539,maxdi_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,0.07755873704933623
1579,cystw_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.07597234473767392
1576,solid_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.07578155156967821
1580,echo_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.07578155085571169
1540,volum_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,0.07112428043161023
1730,solid_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.06928514828541221
206,detr_p_study_yr_0,0.0672696919803046
1116,cyst_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_1,0.06463419408928686
1118,echo_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_1,0.06463419408921858
459,llong_q_study_yr_3,0.06305829226581972
878,cyst_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,0.05765922171444305
990,cyst_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.05272796696379095
988,solid_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.05272778454560152
989,sepst_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.05272778427115089
992,echo_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.052727773834186704
1606,cyst_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,0.05272777375272446
1608,echo_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,0.05272777375272446
991,cystw_study_yr_0_side_R_source_TVU_VISIT_2_sbcd_2,0.05262755664283526
882,volum_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,0.04874392857193984
1160,echo_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.04655395570853625
1538,echo_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,0.04553757388729245
1744,solid_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.04355766305850594
1745,sepst_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.04355766305850594
1746,cyst_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.043557659123968855
1748,echo_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,0.043557610075318796
1732,cyst_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.04313262538543465
